"PKPostId","word","SymbolFK","score","Position"
"gvvpe3f","terrible","NA",-3,"41"
"gvvpe3f","attack","NA",-1,"42"
"gvvpe3f","stalled","NA",-2,"43"
"gvvpe3f","fantastic","NA",4,"44"
"gvvpe3f","suck","NA",-3,"45"
"gvvpe3f","attack","NA",-1,"46"
"gvvpe3f","tits","NA",-2,"47"
"gvvpe3f","solid","NA",2,"48"
"gvvpe3f","beaten","NA",-2,"49"
"gvvpe3f","safe","NA",1,"50"
"gvvpe3f","gamestop","gme",NA,"51"
"gvvpe3f","shares","NA",1,"52"
"gvvpf74","losing","NA",-3,"1"
"gvvpf74","retarded","NA",-2,"2"
"gvvpf74","wrong","NA",-2,"3"
"gvvpf74","risk","NA",-2,"4"
"gvvpf74","asset","NA",2,"5"
"gvvpf74","debt","NA",-2,"6"
"gvvpf74","assets","NA",2,"7"
"gvvpf74","gross","NA",-2,"8"
"gvvpf74","smart","NA",1,"9"
"gvvpf74","tits","NA",-2,"10"
"gvvpg62","microvision","mvis",NA,"1"
"gvvpg62","wrong","NA",-2,"2"
"gvvpg62","huge","NA",1,"3"
"gvvpg62","microvision","mvis",NA,"4"
"gvvpg62","save","NA",2,"5"
"gvvpg62","microvision","mvis",NA,"6"
"gvvpg62","huge","NA",1,"7"
"gvvpg62","enjoy","NA",2,"8"
"gvvpg62","immortal","NA",2,"9"
"gvvpg62","fear","NA",-2,"10"
"gvvpgtp","microvision","mvis",NA,"1"
"gvvpgtp","wrong","NA",-2,"2"
"gvvpgtp","huge","NA",1,"3"
"gvvpgtp","microvision","mvis",NA,"4"
"gvvpgtp","save","NA",2,"5"
"gvvpgtp","microvision","mvis",NA,"6"
"gvvpgtp","huge","NA",1,"7"
"gvvpgtp","hope","NA",2,"8"
"gvvpgtp","wrong","NA",-2,"9"
"gvvpgtp","crash","NA",-2,"10"
"gvvpi7q","wrong","NA",-2,"1"
"gvvpi7q","damn","NA",-4,"2"
"gvvpi7q","miss","NA",-2,"3"
"gvvpi7q","shares","NA",1,"4"
"gvvpi7q","crazy","NA",-2,"5"
"gvvpi7q","increase","NA",1,"6"
"gvvpi7q","shares","NA",1,"7"
"gvvpi7q","crazy","NA",-2,"8"
"gvvpi7q","shares","NA",1,"9"
"gvvpi7q","amc","amc",NA,"10"
"gvvpi7q","spam","NA",-2,"11"
"gvvpi7q","retarded","NA",-2,"12"
"gvvpi7q","shares","NA",1,"13"
"gvvpi7q","loss","NA",-3,"14"
"gvvpi7q","hilarious","NA",2,"15"
"gvvpi7q","smart","NA",1,"16"
"gvvpi7q","ruined","NA",-2,"17"
"gvvpi7q","sad","NA",-2,"18"
"gvvpi7q","hard","NA",-1,"19"
"gvvpi7q","humor","NA",2,"20"
"gvvpi7q","bullshit","NA",-4,"21"
"gvvpi7q","lowest","NA",-1,"22"
"gvvpi7q","humor","NA",2,"23"
"gvvpi7q","accept","NA",1,"24"
"gvvpi7q","leave","NA",-1,"25"
"gvvpi7q","spirit","NA",1,"26"
"gvvpi7q","love","NA",3,"27"
"gvvpi7q","amc","amc",NA,"28"
"gvvpi7q","losing","NA",-3,"29"
"gvvpi7q","fuck","NA",-4,"30"
"gvvpi7q","god","NA",1,"31"
"gvvpi7q","struggle","NA",-2,"32"
"gvvpi7q","bored","NA",-2,"33"
"gvvq0a8","microvision","mvis",NA,"1"
"gvvq0a8","wrong","NA",-2,"2"
"gvvq0a8","huge","NA",1,"3"
"gvvq0a8","microvision","mvis",NA,"4"
"gvvq0a8","save","NA",2,"5"
"gvvq0a8","microvision","mvis",NA,"6"
"gvvq0a8","huge","NA",1,"7"
"gvvq0a8","hell","NA",-4,"8"
"gvvq0a8","yeah","NA",1,"9"
"gvvq6wr","microvision","mvis",NA,"1"
"gvvq6wr","wrong","NA",-2,"2"
"gvvq6wr","huge","NA",1,"3"
"gvvq6wr","microvision","mvis",NA,"4"
"gvvq6wr","save","NA",2,"5"
"gvvq6wr","microvision","mvis",NA,"6"
"gvvq6wr","huge","NA",1,"7"
"gvvq6wr","hope","NA",2,"8"
"gvvq6wr","wrong","NA",-2,"9"
"gvvq6wr","crash","NA",-2,"10"
"gvvq6wr","stall","NA",-2,"11"
"gvvq6wr","hesitate","NA",-2,"12"
"gvvq6wr","gains","NA",2,"13"
"gvvq6wr","stall","NA",-2,"14"
"gvvq7mx","lurking","NA",-1,"1"
"gvvq7mx","huge","NA",1,"2"
"gvvq7mx","opportunity","NA",2,"3"
"gvvq7mx","increase","NA",1,"4"
"gvvq7mx","fair","NA",2,"5"
"gvvq7mx","top","NA",2,"6"
"gvvq7mx","huge","NA",1,"7"
"gvvq7mx","gains","NA",2,"8"
"gvvq7mx","fuck","NA",-4,"9"
"gvvq7mx","cares","NA",2,"10"
"gvvq7mx","gains","NA",2,"11"
"gvvq7mx","fair","NA",2,"12"
"gvvq7mx","shares","NA",1,"13"
"gvvq7mx","opportunities","NA",2,"14"
"gvvq7mx","safe","NA",1,"15"
"gvvq7mx","solid","NA",2,"16"
"gvvq7mx","solid","NA",2,"17"
"gvvq7mx","boost","NA",1,"18"
"gvvq7mx","growth","NA",2,"19"
"gvvq7mx","shares","NA",1,"20"
"gvvq7mx","powerful","NA",2,"21"
"gvvq7mx","fucking","NA",-4,"22"
"gvvq7mx","opportunity","NA",2,"23"
"gvvq7mx","healthy","NA",2,"24"
"gvvq7mx","safe","NA",1,"25"
"gvvq7mx","growth","NA",2,"26"
"gvvq7mx","shares","NA",1,"27"
"gvvq7mx","honest","NA",2,"28"
"gvvq7mx","top","NA",2,"29"
"gvvq7mx","drop","NA",-1,"30"
"gvvq7mx","top","NA",2,"31"
"gvvq7mx","opportunity","NA",2,"32"
"gvvq7mx","pretty","NA",1,"33"
"gvvq7mx","nice","NA",3,"34"
"gvvq7mx","shares","NA",1,"35"
"gvvq8h1","wrong","NA",-2,"1"
"gvvq8h1","damn","NA",-4,"2"
"gvvq8h1","miss","NA",-2,"3"
"gvvq8h1","shares","NA",1,"4"
"gvvq8h1","crazy","NA",-2,"5"
"gvvq8h1","increase","NA",1,"6"
"gvvq8h1","shares","NA",1,"7"
"gvvq8h1","crazy","NA",-2,"8"
"gvvq8h1","shares","NA",1,"9"
"gvvq8h1","amc","amc",NA,"10"
"gvvq8h1","spam","NA",-2,"11"
"gvvq8h1","retarded","NA",-2,"12"
"gvvq8h1","shares","NA",1,"13"
"gvvq8h1","loss","NA",-3,"14"
"gvvq8h1","hilarious","NA",2,"15"
"gvvq8h1","smart","NA",1,"16"
"gvvq8h1","ruined","NA",-2,"17"
"gvvq8h1","fucking","NA",-4,"18"
"gvvq8h1","hate","NA",-3,"19"
"gvvq8h1","shit","NA",-4,"20"
"gvvq8h1","care","NA",2,"21"
"gvvq8h1","wrong","NA",-2,"22"
"gvvqn3q","care","NA",2,"1"
"gvvqn3q","piss","NA",-4,"2"
"gvvqn3q","drunk","NA",-2,"3"
"gvvqn3q","dead","NA",-3,"4"
"gvvqn3q","fantastic","NA",4,"5"
"gvvqn3q","focused","NA",2,"6"
"gvvqn3q","fucking","NA",-4,"7"
"gvvqn3q","hates","NA",-3,"8"
"gvvqn3q","failed","NA",-2,"9"
"gvvqn3q","debt","NA",-2,"10"
"gvvqn3q","shit","NA",-4,"11"
"gvvqn3q","shit","NA",-4,"12"
"gvvqn3q","dick","NA",-4,"13"
"gvvqn3q","forced","NA",-1,"14"
"gvvqn3q","hard","NA",-1,"15"
"gvvqn3q","exclusive","NA",2,"16"
"gvvqn3q","promise","NA",1,"17"
"gvvqn3q","fine","NA",2,"18"
"gvvqn3q","expand","NA",1,"19"
"gvvqn3q","hard","NA",-1,"20"
"gvvqn3q","solid","NA",2,"21"
"gvvqn3q","vitamin","NA",1,"22"
"gvvqn3q","shit","NA",-4,"23"
"gvvqn3q","glad","NA",3,"24"
"gvvqn3q","killing","NA",-3,"25"
"gvvqn3q","expand","NA",1,"26"
"gvvqn3q","super","NA",3,"27"
"gvvqn3q","exciting","NA",3,"28"
"gvvqn3q","failed","NA",-2,"29"
"gvvqn3q","cutting","NA",-1,"30"
"gvvqn3q","share","NA",1,"31"
"gvvqn3q","miss","NA",-2,"32"
"gvvqn3q","opportunity","NA",2,"33"
"gvvqn3q","huge","NA",1,"34"
"gvvqn3q","amazing","NA",4,"35"
"gvvqn3q","hard","NA",-1,"36"
"gvvqn3q","enthusiastic","NA",3,"37"
"gvvqn3q","confident","NA",2,"38"
"gvvqn3q","solid","NA",2,"39"
"gvvqn3q","tits","NA",-2,"40"
"gvvqn3q","terrible","NA",-3,"41"
"gvvqn3q","attack","NA",-1,"42"
"gvvqn3q","stalled","NA",-2,"43"
"gvvqn3q","fantastic","NA",4,"44"
"gvvqn3q","suck","NA",-3,"45"
"gvvqn3q","attack","NA",-1,"46"
"gvvqn3q","tits","NA",-2,"47"
"gvvqn3q","solid","NA",2,"48"
"gvvqn3q","beaten","NA",-2,"49"
"gvvqn3q","safe","NA",1,"50"
"gvvqn3q","gamestop","gme",NA,"51"
"gvvqn3q","shares","NA",1,"52"
"gvvqn3q","dumb","NA",-3,"53"
"gvvqxw4","shares","NA",1,"1"
"gvvr209","care","NA",2,"1"
"gvvr209","piss","NA",-4,"2"
"gvvr209","drunk","NA",-2,"3"
"gvvr209","dead","NA",-3,"4"
"gvvr209","fantastic","NA",4,"5"
"gvvr209","focused","NA",2,"6"
"gvvr209","fucking","NA",-4,"7"
"gvvr209","hates","NA",-3,"8"
"gvvr209","failed","NA",-2,"9"
"gvvr209","debt","NA",-2,"10"
"gvvr209","shit","NA",-4,"11"
"gvvr209","shit","NA",-4,"12"
"gvvr209","dick","NA",-4,"13"
"gvvr209","forced","NA",-1,"14"
"gvvr209","hard","NA",-1,"15"
"gvvr209","exclusive","NA",2,"16"
"gvvr209","promise","NA",1,"17"
"gvvr209","fine","NA",2,"18"
"gvvr209","expand","NA",1,"19"
"gvvr209","hard","NA",-1,"20"
"gvvr209","solid","NA",2,"21"
"gvvr209","vitamin","NA",1,"22"
"gvvr209","shit","NA",-4,"23"
"gvvr209","glad","NA",3,"24"
"gvvr209","killing","NA",-3,"25"
"gvvr209","expand","NA",1,"26"
"gvvr209","super","NA",3,"27"
"gvvr209","exciting","NA",3,"28"
"gvvr209","failed","NA",-2,"29"
"gvvr209","cutting","NA",-1,"30"
"gvvr209","share","NA",1,"31"
"gvvr209","miss","NA",-2,"32"
"gvvr209","opportunity","NA",2,"33"
"gvvr209","huge","NA",1,"34"
"gvvr209","amazing","NA",4,"35"
"gvvr209","hard","NA",-1,"36"
"gvvr209","enthusiastic","NA",3,"37"
"gvvr209","confident","NA",2,"38"
"gvvr209","solid","NA",2,"39"
"gvvr209","tits","NA",-2,"40"
"gvvr209","terrible","NA",-3,"41"
"gvvr209","attack","NA",-1,"42"
"gvvr209","stalled","NA",-2,"43"
"gvvr209","fantastic","NA",4,"44"
"gvvr209","suck","NA",-3,"45"
"gvvr209","attack","NA",-1,"46"
"gvvr209","tits","NA",-2,"47"
"gvvr209","solid","NA",2,"48"
"gvvr209","beaten","NA",-2,"49"
"gvvr209","safe","NA",1,"50"
"gvvr209","gamestop","gme",NA,"51"
"gvvr209","shares","NA",1,"52"
"gvvr3a2","shares","NA",1,"1"
"gvvr42m","care","NA",2,"1"
"gvvr42m","piss","NA",-4,"2"
"gvvr42m","drunk","NA",-2,"3"
"gvvr42m","dead","NA",-3,"4"
"gvvr42m","fantastic","NA",4,"5"
"gvvr42m","focused","NA",2,"6"
"gvvr42m","fucking","NA",-4,"7"
"gvvr42m","hates","NA",-3,"8"
"gvvr42m","failed","NA",-2,"9"
"gvvr42m","debt","NA",-2,"10"
"gvvr42m","shit","NA",-4,"11"
"gvvr42m","shit","NA",-4,"12"
"gvvr42m","dick","NA",-4,"13"
"gvvr42m","forced","NA",-1,"14"
"gvvr42m","hard","NA",-1,"15"
"gvvr42m","exclusive","NA",2,"16"
"gvvr42m","promise","NA",1,"17"
"gvvr42m","fine","NA",2,"18"
"gvvr42m","expand","NA",1,"19"
"gvvr42m","hard","NA",-1,"20"
"gvvr42m","solid","NA",2,"21"
"gvvr42m","vitamin","NA",1,"22"
"gvvr42m","shit","NA",-4,"23"
"gvvr42m","glad","NA",3,"24"
"gvvr42m","killing","NA",-3,"25"
"gvvr42m","expand","NA",1,"26"
"gvvr42m","super","NA",3,"27"
"gvvr42m","exciting","NA",3,"28"
"gvvr42m","failed","NA",-2,"29"
"gvvr42m","cutting","NA",-1,"30"
"gvvr42m","share","NA",1,"31"
"gvvr42m","miss","NA",-2,"32"
"gvvr42m","opportunity","NA",2,"33"
"gvvr42m","huge","NA",1,"34"
"gvvr42m","amazing","NA",4,"35"
"gvvr42m","hard","NA",-1,"36"
"gvvr42m","enthusiastic","NA",3,"37"
"gvvr42m","confident","NA",2,"38"
"gvvr42m","solid","NA",2,"39"
"gvvr42m","tits","NA",-2,"40"
"gvvr42m","terrible","NA",-3,"41"
"gvvr42m","attack","NA",-1,"42"
"gvvr42m","stalled","NA",-2,"43"
"gvvr42m","fantastic","NA",4,"44"
"gvvr42m","suck","NA",-3,"45"
"gvvr42m","attack","NA",-1,"46"
"gvvr42m","tits","NA",-2,"47"
"gvvr42m","solid","NA",2,"48"
"gvvr42m","beaten","NA",-2,"49"
"gvvr42m","safe","NA",1,"50"
"gvvr42m","gamestop","gme",NA,"51"
"gvvr42m","shares","NA",1,"52"
"gvvr5iy","microvision","mvis",NA,"1"
"gvvr5iy","wrong","NA",-2,"2"
"gvvr5iy","huge","NA",1,"3"
"gvvr5iy","microvision","mvis",NA,"4"
"gvvr5iy","save","NA",2,"5"
"gvvr5iy","microvision","mvis",NA,"6"
"gvvr5iy","huge","NA",1,"7"
"gvvr9nd","lurking","NA",-1,"1"
"gvvr9nd","huge","NA",1,"2"
"gvvr9nd","opportunity","NA",2,"3"
"gvvr9nd","increase","NA",1,"4"
"gvvr9nd","fair","NA",2,"5"
"gvvr9nd","top","NA",2,"6"
"gvvr9nd","huge","NA",1,"7"
"gvvr9nd","gains","NA",2,"8"
"gvvr9nd","fuck","NA",-4,"9"
"gvvr9nd","cares","NA",2,"10"
"gvvr9nd","gains","NA",2,"11"
"gvvr9nd","fair","NA",2,"12"
"gvvr9nd","shares","NA",1,"13"
"gvvr9nd","opportunities","NA",2,"14"
"gvvr9nd","safe","NA",1,"15"
"gvvr9nd","solid","NA",2,"16"
"gvvr9nd","solid","NA",2,"17"
"gvvr9nd","boost","NA",1,"18"
"gvvr9nd","growth","NA",2,"19"
"gvvr9nd","shares","NA",1,"20"
"gvvr9nd","powerful","NA",2,"21"
"gvvr9nd","fucking","NA",-4,"22"
"gvvr9nd","opportunity","NA",2,"23"
"gvvr9nd","healthy","NA",2,"24"
"gvvr9nd","safe","NA",1,"25"
"gvvr9nd","growth","NA",2,"26"
"gvvr9nd","shares","NA",1,"27"
"gvvr9nd","fuck","NA",-4,"28"
"gvvr9nd","fucked","NA",-4,"29"
"gvvs4gh","microvision","mvis",NA,"1"
"gvvs4gh","wrong","NA",-2,"2"
"gvvs4gh","huge","NA",1,"3"
"gvvs4gh","microvision","mvis",NA,"4"
"gvvs4gh","save","NA",2,"5"
"gvvs4gh","microvision","mvis",NA,"6"
"gvvs4gh","huge","NA",1,"7"
"gvvsagb","wrong","NA",-2,"1"
"gvvsagb","damn","NA",-4,"2"
"gvvsagb","miss","NA",-2,"3"
"gvvsagb","shares","NA",1,"4"
"gvvsagb","crazy","NA",-2,"5"
"gvvsagb","increase","NA",1,"6"
"gvvsagb","shares","NA",1,"7"
"gvvsagb","crazy","NA",-2,"8"
"gvvsagb","shares","NA",1,"9"
"gvvsagb","amc","amc",NA,"10"
"gvvsagb","spam","NA",-2,"11"
"gvvsagb","retarded","NA",-2,"12"
"gvvsagb","shares","NA",1,"13"
"gvvsagb","loss","NA",-3,"14"
"gvvsagb","hilarious","NA",2,"15"
"gvvsagb","smart","NA",1,"16"
"gvvsagb","ruined","NA",-2,"17"
"gvvsagb","offending","NA",-2,"18"
"gvvsagb","sick","NA",-2,"19"
"gvvsagb","hate","NA",-3,"20"
"gvvsagb","fake","NA",-3,"21"
"gvvsh2r","microvision","mvis",NA,"1"
"gvvsh2r","wrong","NA",-2,"2"
"gvvsh2r","huge","NA",1,"3"
"gvvsh2r","microvision","mvis",NA,"4"
"gvvsh2r","save","NA",2,"5"
"gvvsh2r","microvision","mvis",NA,"6"
"gvvsh2r","huge","NA",1,"7"
"gvvsh2r","hate","NA",-3,"8"
"gvvsknj","wrong","NA",-2,"1"
"gvvsknj","damn","NA",-4,"2"
"gvvsknj","miss","NA",-2,"3"
"gvvsknj","shares","NA",1,"4"
"gvvsknj","crazy","NA",-2,"5"
"gvvsknj","increase","NA",1,"6"
"gvvsknj","shares","NA",1,"7"
"gvvsknj","crazy","NA",-2,"8"
"gvvsknj","shares","NA",1,"9"
"gvvsknj","care","NA",2,"10"
"gvvsknj","insult","NA",-2,"11"
"gvvsknj","honor","NA",2,"12"
"gvvsknj","complain","NA",-2,"13"
"gvvsknj","sucks","NA",-3,"14"
"gvvsknj","shit","NA",-4,"15"
"gvvsknj","fuck","NA",-4,"16"
"gvvsknj","yeah","NA",1,"17"
"gvvsknj","stop","NA",-1,"18"
"gvvsknj","amc","amc",NA,"19"
"gvvsknj","ass","NA",-4,"20"
"gvvsknj","hell","NA",-4,"21"
"gvvsknj","care","NA",2,"22"
"gvvsknj","attacking","NA",-1,"23"
"gvvsknj","damn","NA",-4,"24"
"gvvsqpu","wrong","NA",-2,"1"
"gvvsqpu","damn","NA",-4,"2"
"gvvsqpu","miss","NA",-2,"3"
"gvvsqpu","shares","NA",1,"4"
"gvvsqpu","crazy","NA",-2,"5"
"gvvsqpu","increase","NA",1,"6"
"gvvsqpu","shares","NA",1,"7"
"gvvsqpu","crazy","NA",-2,"8"
"gvvsqpu","shares","NA",1,"9"
"gvvsqpu","amc","amc",NA,"10"
"gvvsqpu","shit","NA",-4,"11"
"gvvsqpu","shares","NA",1,"12"
"gvvsqpu","popular","NA",3,"13"
"gvvsqpu","amc","amc",NA,"14"
"gvvsqpu","hope","NA",2,"15"
"gvvsv95","microvision","mvis",NA,"1"
"gvvsv95","wrong","NA",-2,"2"
"gvvsv95","huge","NA",1,"3"
"gvvsv95","microvision","mvis",NA,"4"
"gvvsv95","save","NA",2,"5"
"gvvsv95","microvision","mvis",NA,"6"
"gvvsv95","huge","NA",1,"7"
"gvvsv95","hard","NA",-1,"8"
"gvvsy82","microvision","mvis",NA,"1"
"gvvsy82","wrong","NA",-2,"2"
"gvvsy82","huge","NA",1,"3"
"gvvsy82","microvision","mvis",NA,"4"
"gvvsy82","save","NA",2,"5"
"gvvsy82","microvision","mvis",NA,"6"
"gvvsy82","huge","NA",1,"7"
"gvvsy82","easy","NA",1,"8"
"gvvt5h0","wrong","NA",-2,"1"
"gvvt5h0","damn","NA",-4,"2"
"gvvt5h0","miss","NA",-2,"3"
"gvvt5h0","shares","NA",1,"4"
"gvvt5h0","crazy","NA",-2,"5"
"gvvt5h0","increase","NA",1,"6"
"gvvt5h0","shares","NA",1,"7"
"gvvt5h0","crazy","NA",-2,"8"
"gvvt5h0","shares","NA",1,"9"
"gvvt5h0","feeling","NA",1,"10"
"gvvt6d2","wrong","NA",-2,"1"
"gvvt6d2","damn","NA",-4,"2"
"gvvt6d2","miss","NA",-2,"3"
"gvvt6d2","shares","NA",1,"4"
"gvvt6d2","crazy","NA",-2,"5"
"gvvt6d2","increase","NA",1,"6"
"gvvt6d2","shares","NA",1,"7"
"gvvt6d2","crazy","NA",-2,"8"
"gvvt6d2","shares","NA",1,"9"
"gvvt6d2","miss","NA",-2,"10"
"gvvt6d2","lol","NA",3,"11"
"gvvt6d2","miss","NA",-2,"12"
"gvvt6d2","fucking","NA",-4,"13"
"gvvt6d2","crying","NA",-2,"14"
"gvvtg0j","winner","NA",4,"1"
"gvvtg0j","awaited","NA",-1,"2"
"gvvtg0j","delayed","NA",-1,"3"
"gvvtg0j","fucking","NA",-4,"4"
"gvvtg0j","demand","NA",-1,"5"
"gvvtg0j","demand","NA",-1,"6"
"gvvtg0j","dumb","NA",-3,"7"
"gvvtg0j","shit","NA",-4,"8"
"gvvtg0j","useless","NA",-2,"9"
"gvvtg0j","gross","NA",-2,"10"
"gvvtg0j","ridiculous","NA",-3,"11"
"gvvtg0j","killing","NA",-3,"12"
"gvvtg0j","blame","NA",-2,"13"
"gvvtg0j","expand","NA",1,"14"
"gvvtg0j","growth","NA",2,"15"
"gvvtg0j","intact","NA",2,"16"
"gvvtg0j","exclusive","NA",2,"17"
"gvvtg0j","losing","NA",-3,"18"
"gvvtg0j","share","NA",1,"19"
"gvvtg0j","demand","NA",-1,"20"
"gvvtg0j","demand","NA",-1,"21"
"gvvtg0j","strong","NA",2,"22"
"gvvtg0j","growth","NA",2,"23"
"gvvtg0j","shortage","NA",-2,"24"
"gvvtg0j","shortage","NA",-2,"25"
"gvvtg0j","smart","NA",1,"26"
"gvvtg0j","shortage","NA",-2,"27"
"gvvtg0j","shares","NA",1,"28"
"gvvtg0j","shares","NA",1,"29"
"gvvtrmh","fire","NA",-2,"1"
"gvvtrmh","tesla","tsla",NA,"2"
"gvvtrmh","hurt","NA",-2,"3"
"gvvtrmh","tits","NA",-2,"4"
"gvvtrmh","fuck","NA",-4,"5"
"gvvtrmh","dirty","NA",-2,"6"
"gvvtrmh","bastards","NA",-5,"7"
"gvvtrmh","expand","NA",1,"8"
"gvvtrmh","pretty","NA",1,"9"
"gvvtrmh","safe","NA",1,"10"
"gvvu8p1","microvision","mvis",NA,"1"
"gvvu8p1","wrong","NA",-2,"2"
"gvvu8p1","huge","NA",1,"3"
"gvvu8p1","microvision","mvis",NA,"4"
"gvvu8p1","save","NA",2,"5"
"gvvu8p1","microvision","mvis",NA,"6"
"gvvu8p1","huge","NA",1,"7"
"gvvu8p1","save","NA",2,"8"
"gvvu8p1","charged","NA",-3,"9"
"gvvui9y","microvision","mvis",NA,"1"
"gvvui9y","wrong","NA",-2,"2"
"gvvui9y","huge","NA",1,"3"
"gvvui9y","microvision","mvis",NA,"4"
"gvvui9y","save","NA",2,"5"
"gvvui9y","microvision","mvis",NA,"6"
"gvvui9y","huge","NA",1,"7"
"gvvui9y","hope","NA",2,"8"
"gvvui9y","wrong","NA",-2,"9"
"gvvui9y","crash","NA",-2,"10"
"gvvui9y","stop","NA",-1,"11"
"gvvulov","fire","NA",-2,"1"
"gvvulov","tesla","tsla",NA,"2"
"gvvulov","progress","NA",2,"3"
"gvvulov","visions","NA",1,"4"
"gvvulov","hard","NA",-1,"5"
"gvvulov","poor","NA",-2,"6"
"gvvup8h","fire","NA",-2,"1"
"gvvup8h","tesla","tsla",NA,"2"
"gvvup8h","annoying","NA",-2,"3"
"gvvup8h","shit","NA",-4,"4"
"gvvup8h","annoying","NA",-2,"5"
"gvvup8h","suck","NA",-3,"6"
"gvvupmj","fire","NA",-2,"1"
"gvvupmj","tesla","tsla",NA,"2"
"gvvupsw","care","NA",2,"1"
"gvvupsw","piss","NA",-4,"2"
"gvvupsw","drunk","NA",-2,"3"
"gvvupsw","dead","NA",-3,"4"
"gvvupsw","fantastic","NA",4,"5"
"gvvupsw","focused","NA",2,"6"
"gvvupsw","fucking","NA",-4,"7"
"gvvupsw","hates","NA",-3,"8"
"gvvupsw","failed","NA",-2,"9"
"gvvupsw","debt","NA",-2,"10"
"gvvupsw","shit","NA",-4,"11"
"gvvupsw","shit","NA",-4,"12"
"gvvupsw","dick","NA",-4,"13"
"gvvupsw","forced","NA",-1,"14"
"gvvupsw","hard","NA",-1,"15"
"gvvupsw","exclusive","NA",2,"16"
"gvvupsw","promise","NA",1,"17"
"gvvupsw","fine","NA",2,"18"
"gvvupsw","expand","NA",1,"19"
"gvvupsw","hard","NA",-1,"20"
"gvvupsw","solid","NA",2,"21"
"gvvupsw","vitamin","NA",1,"22"
"gvvupsw","shit","NA",-4,"23"
"gvvupsw","glad","NA",3,"24"
"gvvupsw","killing","NA",-3,"25"
"gvvupsw","expand","NA",1,"26"
"gvvupsw","super","NA",3,"27"
"gvvupsw","exciting","NA",3,"28"
"gvvupsw","failed","NA",-2,"29"
"gvvupsw","cutting","NA",-1,"30"
"gvvupsw","share","NA",1,"31"
"gvvupsw","miss","NA",-2,"32"
"gvvupsw","opportunity","NA",2,"33"
"gvvupsw","huge","NA",1,"34"
"gvvupsw","amazing","NA",4,"35"
"gvvupsw","hard","NA",-1,"36"
"gvvupsw","enthusiastic","NA",3,"37"
"gvvupsw","confident","NA",2,"38"
"gvvupsw","solid","NA",2,"39"
"gvvupsw","tits","NA",-2,"40"
"gvvupsw","terrible","NA",-3,"41"
"gvvupsw","attack","NA",-1,"42"
"gvvupsw","stalled","NA",-2,"43"
"gvvupsw","fantastic","NA",4,"44"
"gvvupsw","suck","NA",-3,"45"
"gvvupsw","attack","NA",-1,"46"
"gvvupsw","tits","NA",-2,"47"
"gvvupsw","solid","NA",2,"48"
"gvvupsw","beaten","NA",-2,"49"
"gvvupsw","safe","NA",1,"50"
"gvvupsw","gamestop","gme",NA,"51"
"gvvupsw","shares","NA",1,"52"
"gvvupsw","killing","NA",-3,"53"
"gvvuvjo","care","NA",2,"1"
"gvvuvjo","piss","NA",-4,"2"
"gvvuvjo","drunk","NA",-2,"3"
"gvvuvjo","dead","NA",-3,"4"
"gvvuvjo","fantastic","NA",4,"5"
"gvvuvjo","focused","NA",2,"6"
"gvvuvjo","fucking","NA",-4,"7"
"gvvuvjo","hates","NA",-3,"8"
"gvvuvjo","failed","NA",-2,"9"
"gvvuvjo","debt","NA",-2,"10"
"gvvuvjo","shit","NA",-4,"11"
"gvvuvjo","shit","NA",-4,"12"
"gvvuvjo","dick","NA",-4,"13"
"gvvuvjo","forced","NA",-1,"14"
"gvvuvjo","hard","NA",-1,"15"
"gvvuvjo","exclusive","NA",2,"16"
"gvvuvjo","promise","NA",1,"17"
"gvvuvjo","fine","NA",2,"18"
"gvvuvjo","expand","NA",1,"19"
"gvvuvjo","hard","NA",-1,"20"
"gvvuvjo","solid","NA",2,"21"
"gvvuvjo","vitamin","NA",1,"22"
"gvvuvjo","shit","NA",-4,"23"
"gvvuvjo","glad","NA",3,"24"
"gvvuvjo","killing","NA",-3,"25"
"gvvuvjo","expand","NA",1,"26"
"gvvuvjo","super","NA",3,"27"
"gvvuvjo","exciting","NA",3,"28"
"gvvuvjo","failed","NA",-2,"29"
"gvvuvjo","cutting","NA",-1,"30"
"gvvuvjo","share","NA",1,"31"
"gvvuvjo","miss","NA",-2,"32"
"gvvuvjo","opportunity","NA",2,"33"
"gvvuvjo","huge","NA",1,"34"
"gvvuvjo","amazing","NA",4,"35"
"gvvuvjo","hard","NA",-1,"36"
"gvvuvjo","enthusiastic","NA",3,"37"
"gvvuvjo","confident","NA",2,"38"
"gvvuvjo","solid","NA",2,"39"
"gvvuvjo","tits","NA",-2,"40"
"gvvuvjo","terrible","NA",-3,"41"
"gvvuvjo","attack","NA",-1,"42"
"gvvuvjo","stalled","NA",-2,"43"
"gvvuvjo","fantastic","NA",4,"44"
"gvvuvjo","suck","NA",-3,"45"
"gvvuvjo","attack","NA",-1,"46"
"gvvuvjo","tits","NA",-2,"47"
"gvvuvjo","solid","NA",2,"48"
"gvvuvjo","beaten","NA",-2,"49"
"gvvuvjo","safe","NA",1,"50"
"gvvuvjo","gamestop","gme",NA,"51"
"gvvuvjo","shares","NA",1,"52"
"gvvuwyv","care","NA",2,"1"
"gvvuwyv","piss","NA",-4,"2"
"gvvuwyv","drunk","NA",-2,"3"
"gvvuwyv","dead","NA",-3,"4"
"gvvuwyv","fantastic","NA",4,"5"
"gvvuwyv","focused","NA",2,"6"
"gvvuwyv","fucking","NA",-4,"7"
