"PKPostId","word","SymbolFK","score","Position"
"gueb95a","lost","NA",-3,"1"
"gueb95a","happy","NA",3,"2"
"gueb95a","sad","NA",-2,"3"
"gueds0f","god","NA",1,"1"
"gueds0f","love","NA",3,"2"
"gueds0f","advantage","NA",2,"3"
"gueds0f","fortunate","NA",2,"4"
"gueea07","sweet","NA",2,"1"
"gueea07","fun","NA",4,"2"
"guew0lx","love","NA",3,"1"
"guew0lx","bitch","NA",-5,"2"
"guew0lx","cry","NA",-1,"3"
"guew0lx","killed","NA",-3,"4"
"guew0lx","care","NA",2,"5"
"guew0lx","poor","NA",-2,"6"
"gugo8xs","laughing","NA",1,"1"
"gugo8xs","hard","NA",-1,"2"
"gugo8xs","joke","NA",2,"3"
"gvrlk3r","share","NA",1,"1"
"gvrlk3r","blockbuster","NA",3,"2"
"gvrllwv","share","NA",1,"1"
"gvrllwv","blockbuster","NA",3,"2"
"gvrlpn5","share","NA",1,"1"
"gvrlpn5","blockbuster","NA",3,"2"
"gvrlpn5","share","NA",1,"3"
"gvrlspz","share","NA",1,"1"
"gvrlspz","blockbuster","NA",3,"2"
"gvrlspz","share","NA",1,"3"
"gvrlsuv","share","NA",1,"1"
"gvrlsuv","blockbuster","NA",3,"2"
"gvrlt8z","share","NA",1,"1"
"gvrlt8z","blockbuster","NA",3,"2"
"gvrm5yg","share","NA",1,"1"
"gvrm5yg","blockbuster","NA",3,"2"
"gvrm5yg","share","NA",1,"3"
"gvrm5yg","lol","NA",3,"4"
"gvrm6y1","share","NA",1,"1"
"gvrm6y1","blockbuster","NA",3,"2"
"gvrm6y1","lucky","NA",3,"3"
"gvrmqw4","share","NA",1,"1"
"gvrmqw4","blockbuster","NA",3,"2"
"gvrmqw4","tits","NA",-2,"3"
"gvrmumr","share","NA",1,"1"
"gvrmumr","blockbuster","NA",3,"2"
"gvrmumr","lmao","NA",4,"3"
"gvrmumr","bad","NA",-3,"4"
"gvrmumr","lol","NA",3,"5"
"gvrmumr","free","NA",1,"6"
"gvrmww8","share","NA",1,"1"
"gvrmww8","blockbuster","NA",3,"2"
"gvrmxct","share","NA",1,"1"
"gvrmxct","blockbuster","NA",3,"2"
"gvrmxct","share","NA",1,"3"
"gvrn2rs","share","NA",1,"1"
"gvrn2rs","blockbuster","NA",3,"2"
"gvrn36z","share","NA",1,"1"
"gvrn36z","blockbuster","NA",3,"2"
"gvrn36z","lucky","NA",3,"3"
"gvrn52e","share","NA",1,"1"
"gvrn52e","blockbuster","NA",3,"2"
"gvrn52e","demand","NA",-1,"3"
"gvrn6s9","share","NA",1,"1"
"gvrn6s9","blockbuster","NA",3,"2"
"gvrn6s9","share","NA",1,"3"
"gvrn91m","share","NA",1,"1"
"gvrn91m","blockbuster","NA",3,"2"
"gvrn91m","lol","NA",3,"3"
"gvrnbtw","share","NA",1,"1"
"gvrnbtw","blockbuster","NA",3,"2"
"gvrncof","share","NA",1,"1"
"gvrncof","blockbuster","NA",3,"2"
"gvrnf7i","share","NA",1,"1"
"gvrnf7i","blockbuster","NA",3,"2"
"gvrnf7i","blockbuster","NA",3,"3"
"gvrnf7i","enjoy","NA",2,"4"
"gvrnqln","share","NA",1,"1"
"gvrnqln","blockbuster","NA",3,"2"
"gvrnx1s","share","NA",1,"1"
"gvrnx1s","blockbuster","NA",3,"2"
"gvrnx1s","careful","NA",2,"3"
"gvrnx1s","charged","NA",-3,"4"
"gvrnx1s","felony","NA",-3,"5"
"gvrnx1s","felony","NA",-3,"6"
"gvrnzd2","share","NA",1,"1"
"gvrnzd2","blockbuster","NA",3,"2"
"gvrnzd2","share","NA",1,"3"
"gvrnzd2","lol","NA",3,"4"
"gvro0jv","share","NA",1,"1"
"gvro0jv","blockbuster","NA",3,"2"
"gvrobr6","share","NA",1,"1"
"gvrobr6","blockbuster","NA",3,"2"
"gvrobr6","share","NA",1,"3"
"gvrobr6","lol","NA",3,"4"
"gvrobr6","block","NA",-1,"5"
"gvromzr","share","NA",1,"1"
"gvromzr","blockbuster","NA",3,"2"
"gvromzr","lucky","NA",3,"3"
"gvroqxj","share","NA",1,"1"
"gvroqxj","blockbuster","NA",3,"2"
"gvros2s","share","NA",1,"1"
"gvros2s","blockbuster","NA",3,"2"
"gvrovnj","share","NA",1,"1"
"gvrovnj","blockbuster","NA",3,"2"
"gvroxlx","share","NA",1,"1"
"gvroxlx","blockbuster","NA",3,"2"
"gvroxlx","diamond","NA",1,"3"
"gvroxlx","lol","NA",3,"4"
"gvrp15l","share","NA",1,"1"
"gvrp15l","blockbuster","NA",3,"2"
"gvrp15l","damn","NA",-4,"3"
"gvrp2m2","share","NA",1,"1"
"gvrp2m2","blockbuster","NA",3,"2"
"gvrp2m2","lmao","NA",4,"3"
"gvrp2m2","bad","NA",-3,"4"
"gvrp2m2","lol","NA",3,"5"
"gvrp2m2","free","NA",1,"6"
"gvrp4q6","share","NA",1,"1"
"gvrp4q6","blockbuster","NA",3,"2"
"gvrp4q6","lol","NA",3,"3"
"gvrp4q6","cool","NA",1,"4"
"gvrp4q6","blockbuster","NA",3,"5"
"gvrpbk6","share","NA",1,"1"
"gvrpbk6","blockbuster","NA",3,"2"
"gvrpbk6","share","NA",1,"3"
"gvrpbk6","demands","NA",-1,"4"
"gvrpfyk","share","NA",1,"1"
"gvrpfyk","blockbuster","NA",3,"2"
"gvrptah","share","NA",1,"1"
"gvrptah","blockbuster","NA",3,"2"
"gvrptah","share","NA",1,"3"
"gvrptah","share","NA",1,"4"
"gvrptah","blockbuster","NA",3,"5"
"gvrq3pu","share","NA",1,"1"
"gvrq3pu","blockbuster","NA",3,"2"
"gvrq3pu","share","NA",1,"3"
"gvrq709","share","NA",1,"1"
"gvrq709","blockbuster","NA",3,"2"
"gvrq709","lol","NA",3,"3"
"gvrq709","cool","NA",1,"4"
"gvrq709","blockbuster","NA",3,"5"
"gvrq709","pay","NA",-1,"6"
"gvrq709","blockbuster","NA",3,"7"
"gvrr2b6","share","NA",1,"1"
"gvrr2b6","blockbuster","NA",3,"2"
"gvrr2b6","careful","NA",2,"3"
"gvrr2b6","charged","NA",-3,"4"
"gvrr2b6","felony","NA",-3,"5"
"gvrr2b6","felony","NA",-3,"6"
"gvrr2b6","lol","NA",3,"7"
"gvru3ig","share","NA",1,"1"
"gvru3ig","blockbuster","NA",3,"2"
"gvru3ig","blockbuster","NA",3,"3"
"gvrurr9","share","NA",1,"1"
"gvrurr9","blockbuster","NA",3,"2"
"gvrurr9","share","NA",1,"3"
"gvrurr9","share","NA",1,"4"
"gvrvike","share","NA",1,"1"
"gvrvike","blockbuster","NA",3,"2"
"gvrvike","share","NA",1,"3"
"gvrvok6","share","NA",1,"1"
"gvrvok6","blockbuster","NA",3,"2"
"gvrvok6","share","NA",1,"3"
"gvrvok6","share","NA",1,"4"
"gvrvok6","blockbuster","NA",3,"5"
"gvrvok6","blockbuster","NA",3,"6"
"gvrvok6","straight","NA",1,"7"
"gvrvyd6","share","NA",1,"1"
"gvrvyd6","blockbuster","NA",3,"2"
"gvrvyd6","lol","NA",3,"3"
"gvrvyd6","blockbuster","NA",3,"4"
"gvrvyd6","sweet","NA",2,"5"
"gvrvyd6","joke","NA",2,"6"
"gvrw8ix","share","NA",1,"1"
"gvrw8ix","blockbuster","NA",3,"2"
"gvrw8ix","worth","NA",2,"3"
"gvrwgle","share","NA",1,"1"
"gvrwgle","blockbuster","NA",3,"2"
"gvrwgle","share","NA",1,"3"
"gvrwgle","share","NA",1,"4"
"gvrwgle","blockbuster","NA",3,"5"
"gvrwgle","blockbuster","NA",3,"6"
"gvrwgle","straight","NA",1,"7"
"gvrx14b","share","NA",1,"1"
"gvrx14b","blockbuster","NA",3,"2"
"gvrx14b","share","NA",1,"3"
"gvrx14b","share","NA",1,"4"
"gvrxj36","share","NA",1,"1"
"gvrxj36","blockbuster","NA",3,"2"
"gvrxj36","demand","NA",-1,"3"
"gvrxj36","threaten","NA",-2,"4"
"gvrxj36","felony","NA",-3,"5"
"gvrxj36","charges","NA",-2,"6"
"gvrxu2p","share","NA",1,"1"
"gvrxu2p","blockbuster","NA",3,"2"
"gvrxu2p","damn","NA",-4,"3"
"gvrxvi9","share","NA",1,"1"
"gvrxvi9","blockbuster","NA",3,"2"
"gvrxvi9","share","NA",1,"3"
"gvrxvi9","share","NA",1,"4"
"gvrxwo6","share","NA",1,"1"
"gvrxwo6","blockbuster","NA",3,"2"
"gvrxwo6","share","NA",1,"3"
"gvrxwo6","share","NA",1,"4"
"gvry2lr","share","NA",1,"1"
"gvry2lr","blockbuster","NA",3,"2"
"gvry2lr","share","NA",1,"3"
"gvry2lr","share","NA",1,"4"
"gvry2lr","blockbuster","NA",3,"5"
"gvry2lr","blockbuster","NA",3,"6"
"gvry2lr","straight","NA",1,"7"
"gvryca3","share","NA",1,"1"
"gvryca3","blockbuster","NA",3,"2"
"gvryca3","blockbuster","NA",3,"3"
"gvryca3","netflix","nflx",NA,"4"
"gvryca3","cares","NA",2,"5"
"gvryca3","amazing","NA",4,"6"
"gvryd53","share","NA",1,"1"
"gvryd53","blockbuster","NA",3,"2"
"gvryd53","share","NA",1,"3"
"gvrygq8","share","NA",1,"1"
"gvrygq8","blockbuster","NA",3,"2"
"gvrygq8","share","NA",1,"3"
"gvrylhi","share","NA",1,"1"
"gvrylhi","blockbuster","NA",3,"2"
"gvrylhi","damn","NA",-4,"3"
"gvrylhi","goddamn","NA",-3,"4"
"gvrylhi","blockbuster","NA",3,"5"
"gvryrpc","share","NA",1,"1"
"gvryrpc","blockbuster","NA",3,"2"
"gvryrpc","share","NA",1,"3"
"gvryrpc","share","NA",1,"4"
"gvrzhlq","share","NA",1,"1"
"gvrzhlq","blockbuster","NA",3,"2"
"gvrzhlq","share","NA",1,"3"
"gvrzkrr","share","NA",1,"1"
"gvrzkrr","blockbuster","NA",3,"2"
"gvrzkrr","share","NA",1,"3"
"gvrzkrr","share","NA",1,"4"
"gvrzkrr","hilarious","NA",2,"5"
"gvrzkrr","doubt","NA",-1,"6"
"gvrzkrr","bother","NA",-2,"7"
"gvrzkrr","suck","NA",-3,"8"
"gvs04aj","share","NA",1,"1"
"gvs04aj","blockbuster","NA",3,"2"
"gvs04aj","share","NA",1,"3"
"gvs04aj","share","NA",1,"4"
"gvs04aj","blockbuster","NA",3,"5"
"gvs04aj","blockbuster","NA",3,"6"
"gvs04aj","straight","NA",1,"7"
"gvs04aj","blockbuster","NA",3,"8"
"gvs04aj","glamorous","NA",3,"9"
"gvs04aj","dump","NA",-1,"10"
"gvs071j","share","NA",1,"1"
"gvs071j","blockbuster","NA",3,"2"
"gvs071j","share","NA",1,"3"
"gvs071j","share","NA",1,"4"
"gvs0iq2","share","NA",1,"1"
"gvs0iq2","blockbuster","NA",3,"2"
"gvs0iq2","share","NA",1,"3"
"gvs0iq2","blockbuster","NA",3,"4"
"gvs11jy","share","NA",1,"1"
"gvs11jy","blockbuster","NA",3,"2"
"gvs11jy","failed","NA",-2,"3"
"gvs11jy","blockbuster","NA",3,"4"
"gvs1j41","share","NA",1,"1"
"gvs1j41","blockbuster","NA",3,"2"
"gvs1j41","share","NA",1,"3"
"gvs2hrt","share","NA",1,"1"
"gvs2hrt","blockbuster","NA",3,"2"
"gvs2hrt","lmao","NA",4,"3"
"gvs2hrt","bad","NA",-3,"4"
"gvs2hrt","lol","NA",3,"5"
"gvs2hrt","free","NA",1,"6"
"gvs2hrt","share","NA",1,"7"
"gvs4lx2","share","NA",1,"1"
"gvs4lx2","blockbuster","NA",3,"2"
"gvs4lx2","share","NA",1,"3"
"gvs4lx2","share","NA",1,"4"
"gvs4lx2","blockbuster","NA",3,"5"
"gvs4lx2","blockbuster","NA",3,"6"
"gvs4lx2","straight","NA",1,"7"
"gvs5mze","share","NA",1,"1"
"gvs5mze","blockbuster","NA",3,"2"
"gvs5mze","share","NA",1,"3"
"gvs5mze","share","NA",1,"4"
"gvs5mze","hilarious","NA",2,"5"
"gvs5mze","doubt","NA",-1,"6"
"gvs5mze","bother","NA",-2,"7"
"gvs5mze","suck","NA",-3,"8"
"gvs5mze","inconvenience","NA",-2,"9"
"gvs5mze","failed","NA",-2,"10"
"gvs5mze","fun","NA",4,"11"
"gvs5mze","committed","NA",1,"12"
"gvs62p6","share","NA",1,"1"
"gvs62p6","blockbuster","NA",3,"2"
"gvs62p6","failed","NA",-2,"3"
"gvs62p6","blockbuster","NA",3,"4"
"gvs62p6","charged","NA",-3,"5"
"gvs62p6","felony","NA",-3,"6"
"gvs62p6","charged","NA",-3,"7"
"gvs62p6","felony","NA",-3,"8"
"gvs675t","share","NA",1,"1"
"gvs675t","blockbuster","NA",3,"2"
"gvs675t","lmao","NA",4,"3"
"gvs675t","bad","NA",-3,"4"
"gvs675t","lol","NA",3,"5"
"gvs675t","free","NA",1,"6"
"gvs675t","share","NA",1,"7"
"gvs78v6","share","NA",1,"1"
"gvs78v6","blockbuster","NA",3,"2"
"gvs8v2i","share","NA",1,"1"
"gvs8v2i","blockbuster","NA",3,"2"
"gvs8v2i","damn","NA",-4,"3"
"gvs9cic","share","NA",1,"1"
"gvs9cic","blockbuster","NA",3,"2"
"gvs9cic","blockbuster","NA",3,"3"
"gvs9cic","netflix","nflx",NA,"4"
"gvs9cic","cares","NA",2,"5"
"gvs9cic","amazing","NA",4,"6"
"gvs9cic","opportunities","NA",2,"7"
"gvs9cic","worth","NA",2,"8"
"gvs9cic","blockbuster","NA",3,"9"
"gvsaoso","share","NA",1,"1"
"gvsaoso","blockbuster","NA",3,"2"
"gvsaoso","lmao","NA",4,"3"
"gvsaoso","bad","NA",-3,"4"
"gvsaoso","lol","NA",3,"5"
"gvsaoso","free","NA",1,"6"
"gvsaoso","charges","NA",-2,"7"
"gvsct5w","share","NA",1,"1"
"gvsct5w","blockbuster","NA",3,"2"
"gvsct5w","share","NA",1,"3"
"gvsct5w","share","NA",1,"4"
"gvsct5w","hilarious","NA",2,"5"
"gvsct5w","doubt","NA",-1,"6"
"gvsct5w","bother","NA",-2,"7"
"gvsct5w","suck","NA",-3,"8"
"gvsct5w","inconvenience","NA",-2,"9"
"gvsct5w","failed","NA",-2,"10"
"gvsct5w","fun","NA",4,"11"
"gvsct5w","committed","NA",1,"12"
"gvsct5w","committed","NA",1,"13"
"gvsd5gx","share","NA",1,"1"
"gvsd5gx","blockbuster","NA",3,"2"
"gvsd5gx","share","NA",1,"3"
"gvsd5gx","share","NA",1,"4"
"gvsd5gx","hilarious","NA",2,"5"
"gvsd5gx","doubt","NA",-1,"6"
"gvsd5gx","bother","NA",-2,"7"
"gvsd5gx","suck","NA",-3,"8"
"gvsd5gx","inconvenience","NA",-2,"9"
"gvsd5gx","failed","NA",-2,"10"
"gvsd5gx","fun","NA",4,"11"
"gvsd5gx","committed","NA",1,"12"
"gvsd5gx","committed","NA",1,"13"
"gvsd5gx","netflix","nflx",NA,"14"
"gvsd5gx","agree","NA",1,"15"
"gvse4u2","share","NA",1,"1"
"gvse4u2","blockbuster","NA",3,"2"
"gvse4u2","blockbuster","NA",3,"3"
"gvse4u2","netflix","nflx",NA,"4"
"gvse6o9","share","NA",1,"1"
"gvse6o9","blockbuster","NA",3,"2"
"gvse6o9","share","NA",1,"3"
"gvse6o9","share","NA",1,"4"
"gvse6o9","hilarious","NA",2,"5"
"gvse6o9","doubt","NA",-1,"6"
"gvse6o9","bother","NA",-2,"7"
"gvse6o9","suck","NA",-3,"8"
"gvse6o9","inconvenience","NA",-2,"9"
"gvse6o9","failed","NA",-2,"10"
"gvse6o9","fun","NA",4,"11"
"gvse6o9","committed","NA",1,"12"
"gvse6o9","committed","NA",1,"13"
"gvse6o9","netflix","nflx",NA,"14"
"gvse6o9","agree","NA",1,"15"
"gvsgelk","share","NA",1,"1"
"gvsgelk","blockbuster","NA",3,"2"
"gvsgelk","damn","NA",-4,"3"
"gvsgelk","blockbuster","NA",3,"4"
"gvshpxu","share","NA",1,"1"
"gvshpxu","blockbuster","NA",3,"2"
"gvshpxu","damn","NA",-4,"3"
"gvshpxu","blockbuster","NA",3,"4"
"gvshpxu","shares","NA",1,"5"
"gvsiho4","share","NA",1,"1"
"gvsiho4","blockbuster","NA",3,"2"
"gvsiho4","damn","NA",-4,"3"
"gvsiho4","blockbuster","NA",3,"4"
"gvsiho4","shares","NA",1,"5"
"gvsiho4","shares","NA",1,"6"
"gvsiho4","lol","NA",3,"7"
"gvsiml1","share","NA",1,"1"
"gvsiml1","blockbuster","NA",3,"2"
"gvsiml1","damn","NA",-4,"3"
"gvsiml1","goddamn","NA",-3,"4"
"gvsiml1","blockbuster","NA",3,"5"
"gvsiml1","bitch","NA",-5,"6"
"gvsjrpr","share","NA",1,"1"
"gvsjrpr","blockbuster","NA",3,"2"
"gvsjrpr","damn","NA",-4,"3"
"gvsjrpr","blockbuster","NA",3,"4"
"gvsjrpr","shares","NA",1,"5"
"gvsjrpr","shares","NA",1,"6"
"gvsjrpr","lol","NA",3,"7"
"gvsk804","share","NA",1,"1"
"gvsk804","blockbuster","NA",3,"2"
"gvsk804","damn","NA",-4,"3"
"gvsk804","share","NA",1,"4"
"gvsn9xw","share","NA",1,"1"
"gvsn9xw","blockbuster","NA",3,"2"
"gvsn9xw","damn","NA",-4,"3"
"gvsn9xw","blockbuster","NA",3,"4"
"gvsn9xw","shares","NA",1,"5"
"gvsn9xw","shares","NA",1,"6"
"gvsn9xw","lol","NA",3,"7"
"gvsp4sy","share","NA",1,"1"
"gvsp4sy","blockbuster","NA",3,"2"
"gvsp4sy","share","NA",1,"3"
"gvsp4sy","share","NA",1,"4"
"gvsp4sy","hilarious","NA",2,"5"
"gvsp4sy","doubt","NA",-1,"6"
"gvsp4sy","bother","NA",-2,"7"
"gvsp4sy","suck","NA",-3,"8"
"gvsp4sy","inconvenience","NA",-2,"9"
"gvsp4sy","failed","NA",-2,"10"
"gvsp4sy","fun","NA",4,"11"
"gvsp4sy","committed","NA",1,"12"
"gvsp4sy","committed","NA",1,"13"
"gvsp4sy","netflix","nflx",NA,"14"
"gvsp4sy","agree","NA",1,"15"
"gvspynu","share","NA",1,"1"
"gvspynu","blockbuster","NA",3,"2"
"gvspynu","share","NA",1,"3"
"gvspynu","share","NA",1,"4"
"gvspynu","hilarious","NA",2,"5"
"gvspynu","doubt","NA",-1,"6"
"gvspynu","bother","NA",-2,"7"
"gvspynu","suck","NA",-3,"8"
"gvspynu","inconvenience","NA",-2,"9"
"gvspynu","failed","NA",-2,"10"
"gvspynu","fun","NA",4,"11"
"gvspynu","committed","NA",1,"12"
"gvspynu","committed","NA",1,"13"
"gvspynu","forced","NA",-1,"14"
"gvspynu","sucks","NA",-3,"15"
"gvspynu","chance","NA",2,"16"
"gvspynu","glad","NA",3,"17"
"gvspynu","refuse","NA",-2,"18"
"gvspynu","hard","NA",-1,"19"
"gvspynu","commitment","NA",2,"20"
"gvspynu","true","NA",2,"21"
"gvspzd2","share","NA",1,"1"
"gvspzd2","blockbuster","NA",3,"2"
"gvspzd2","damn","NA",-4,"3"
"gvspzd2","lol","NA",3,"4"
"gvstdzl","share","NA",1,"1"
"gvstdzl","blockbuster","NA",3,"2"
"gvstdzl","damn","NA",-4,"3"
"gvstdzl","lol","NA",3,"4"
"gvt4n0m","share","NA",1,"1"
"gvt4n0m","blockbuster","NA",3,"2"
"gvt4n0m","failed","NA",-2,"3"
"gvt4n0m","blockbuster","NA",3,"4"
"gvt4n0m","charged","NA",-3,"5"
"gvt4n0m","felony","NA",-3,"6"
"gvt4n0m","charged","NA",-3,"7"
"gvt4n0m","felony","NA",-3,"8"
"gvt4n0m","missing","NA",-2,"9"
"gvt4n0m","blockbuster","NA",3,"10"
"gvu8f06","fire","NA",-2,"1"
"gvu8f06","tesla","tsla",NA,"2"
"gvu8f06","avoid","NA",-1,"3"
"gvu94cs","fire","NA",-2,"1"
"gvu94cs","tesla","tsla",NA,"2"
"gvu94cs","war","NA",-2,"3"
"gvualh8","fire","NA",-2,"1"
"gvualh8","tesla","tsla",NA,"2"
"gvub3d3","fire","NA",-2,"1"
"gvub3d3","tesla","tsla",NA,"2"
"gvub3d3","hurt","NA",-2,"3"
"gvud5bd","lurking","NA",-1,"1"
"gvud5bd","huge","NA",1,"2"
"gvud5bd","opportunity","NA",2,"3"
"gvud5bd","increase","NA",1,"4"
"gvud5bd","fair","NA",2,"5"
"gvud5bd","top","NA",2,"6"
"gvud5bd","huge","NA",1,"7"
"gvud5bd","gains","NA",2,"8"
"gvud5bd","fuck","NA",-4,"9"
"gvud5bd","cares","NA",2,"10"
"gvud5bd","gains","NA",2,"11"
"gvud5bd","fair","NA",2,"12"
"gvud5bd","shares","NA",1,"13"
"gvud5bd","opportunities","NA",2,"14"
"gvud5bd","safe","NA",1,"15"
"gvud5bd","solid","NA",2,"16"
"gvud5bd","solid","NA",2,"17"
"gvud5bd","boost","NA",1,"18"
"gvud5bd","growth","NA",2,"19"
"gvud5bd","shares","NA",1,"20"
"gvud5bd","powerful","NA",2,"21"
"gvud5bd","fucking","NA",-4,"22"
"gvud5bd","opportunity","NA",2,"23"
"gvud5bd","healthy","NA",2,"24"
"gvud5bd","safe","NA",1,"25"
"gvud5bd","growth","NA",2,"26"
"gvud5bd","shares","NA",1,"27"
"gvudblj","lurking","NA",-1,"1"
"gvudblj","huge","NA",1,"2"
"gvudblj","opportunity","NA",2,"3"
"gvudblj","increase","NA",1,"4"
"gvudblj","fair","NA",2,"5"
"gvudblj","top","NA",2,"6"
"gvudblj","huge","NA",1,"7"
"gvudblj","gains","NA",2,"8"
"gvudblj","fuck","NA",-4,"9"
"gvudblj","cares","NA",2,"10"
"gvudblj","gains","NA",2,"11"
"gvudblj","fair","NA",2,"12"
"gvudblj","shares","NA",1,"13"
"gvudblj","opportunities","NA",2,"14"
"gvudblj","safe","NA",1,"15"
"gvudblj","solid","NA",2,"16"
"gvudblj","solid","NA",2,"17"
"gvudblj","boost","NA",1,"18"
"gvudblj","growth","NA",2,"19"
"gvudblj","shares","NA",1,"20"
"gvudblj","powerful","NA",2,"21"
"gvudblj","fucking","NA",-4,"22"
"gvudblj","opportunity","NA",2,"23"
"gvudblj","healthy","NA",2,"24"
"gvudblj","safe","NA",1,"25"
"gvudblj","growth","NA",2,"26"
"gvudblj","shares","NA",1,"27"
"gvudmrn","lurking","NA",-1,"1"
"gvudmrn","huge","NA",1,"2"
"gvudmrn","opportunity","NA",2,"3"
"gvudmrn","increase","NA",1,"4"
"gvudmrn","fair","NA",2,"5"
"gvudmrn","top","NA",2,"6"
"gvudmrn","huge","NA",1,"7"
"gvudmrn","gains","NA",2,"8"
"gvudmrn","fuck","NA",-4,"9"
"gvudmrn","cares","NA",2,"10"
"gvudmrn","gains","NA",2,"11"
"gvudmrn","fair","NA",2,"12"
"gvudmrn","shares","NA",1,"13"
"gvudmrn","opportunities","NA",2,"14"
"gvudmrn","safe","NA",1,"15"
"gvudmrn","solid","NA",2,"16"
"gvudmrn","solid","NA",2,"17"
"gvudmrn","boost","NA",1,"18"
"gvudmrn","growth","NA",2,"19"
"gvudmrn","shares","NA",1,"20"
"gvudmrn","powerful","NA",2,"21"
"gvudmrn","fucking","NA",-4,"22"
"gvudmrn","opportunity","NA",2,"23"
"gvudmrn","healthy","NA",2,"24"
"gvudmrn","safe","NA",1,"25"
"gvudmrn","growth","NA",2,"26"
"gvudmrn","shares","NA",1,"27"
"gvudmrn","strike","NA",-1,"28"
"gvue0bl","lurking","NA",-1,"1"
"gvue0bl","huge","NA",1,"2"
"gvue0bl","opportunity","NA",2,"3"
"gvue0bl","increase","NA",1,"4"
"gvue0bl","fair","NA",2,"5"
"gvue0bl","top","NA",2,"6"
"gvue0bl","huge","NA",1,"7"
"gvue0bl","gains","NA",2,"8"
"gvue0bl","fuck","NA",-4,"9"
"gvue0bl","cares","NA",2,"10"
"gvue0bl","gains","NA",2,"11"
"gvue0bl","fair","NA",2,"12"
"gvue0bl","shares","NA",1,"13"
"gvue0bl","opportunities","NA",2,"14"
"gvue0bl","safe","NA",1,"15"
"gvue0bl","solid","NA",2,"16"
"gvue0bl","solid","NA",2,"17"
"gvue0bl","boost","NA",1,"18"
"gvue0bl","growth","NA",2,"19"
"gvue0bl","shares","NA",1,"20"
"gvue0bl","powerful","NA",2,"21"
"gvue0bl","fucking","NA",-4,"22"
"gvue0bl","opportunity","NA",2,"23"
"gvue0bl","healthy","NA",2,"24"
"gvue0bl","safe","NA",1,"25"
"gvue0bl","growth","NA",2,"26"
"gvue0bl","shares","NA",1,"27"
"gvue0bl","lurking","NA",-1,"28"
"gvuenhy","lurking","NA",-1,"1"
"gvuenhy","huge","NA",1,"2"
"gvuenhy","opportunity","NA",2,"3"
"gvuenhy","increase","NA",1,"4"
"gvuenhy","fair","NA",2,"5"
"gvuenhy","top","NA",2,"6"
"gvuenhy","huge","NA",1,"7"
"gvuenhy","gains","NA",2,"8"
"gvuenhy","fuck","NA",-4,"9"
"gvuenhy","cares","NA",2,"10"
"gvuenhy","gains","NA",2,"11"
"gvuenhy","fair","NA",2,"12"
"gvuenhy","shares","NA",1,"13"
"gvuenhy","opportunities","NA",2,"14"
"gvuenhy","safe","NA",1,"15"
"gvuenhy","solid","NA",2,"16"
"gvuenhy","solid","NA",2,"17"
"gvuenhy","boost","NA",1,"18"
"gvuenhy","growth","NA",2,"19"
"gvuenhy","shares","NA",1,"20"
"gvuenhy","powerful","NA",2,"21"
"gvuenhy","fucking","NA",-4,"22"
"gvuenhy","opportunity","NA",2,"23"
"gvuenhy","healthy","NA",2,"24"
"gvuenhy","safe","NA",1,"25"
"gvuenhy","growth","NA",2,"26"
"gvuenhy","shares","NA",1,"27"
"gvuf1em","lurking","NA",-1,"1"
"gvuf1em","huge","NA",1,"2"
"gvuf1em","opportunity","NA",2,"3"
"gvuf1em","increase","NA",1,"4"
"gvuf1em","fair","NA",2,"5"
"gvuf1em","top","NA",2,"6"
"gvuf1em","huge","NA",1,"7"
"gvuf1em","gains","NA",2,"8"
"gvuf1em","fuck","NA",-4,"9"
"gvuf1em","cares","NA",2,"10"
"gvuf1em","gains","NA",2,"11"
"gvuf1em","fair","NA",2,"12"
"gvuf1em","shares","NA",1,"13"
"gvuf1em","opportunities","NA",2,"14"
"gvuf1em","safe","NA",1,"15"
"gvuf1em","solid","NA",2,"16"
"gvuf1em","solid","NA",2,"17"
"gvuf1em","boost","NA",1,"18"
"gvuf1em","growth","NA",2,"19"
"gvuf1em","shares","NA",1,"20"
"gvuf1em","powerful","NA",2,"21"
"gvuf1em","fucking","NA",-4,"22"
"gvuf1em","opportunity","NA",2,"23"
"gvuf1em","healthy","NA",2,"24"
"gvuf1em","safe","NA",1,"25"
"gvuf1em","growth","NA",2,"26"
"gvuf1em","shares","NA",1,"27"
"gvuflrs","lurking","NA",-1,"1"
"gvuflrs","huge","NA",1,"2"
"gvuflrs","opportunity","NA",2,"3"
"gvuflrs","increase","NA",1,"4"
"gvuflrs","fair","NA",2,"5"
"gvuflrs","top","NA",2,"6"
"gvuflrs","huge","NA",1,"7"
"gvuflrs","gains","NA",2,"8"
"gvuflrs","fuck","NA",-4,"9"
"gvuflrs","cares","NA",2,"10"
"gvuflrs","gains","NA",2,"11"
"gvuflrs","fair","NA",2,"12"
"gvuflrs","shares","NA",1,"13"
"gvuflrs","opportunities","NA",2,"14"
"gvuflrs","safe","NA",1,"15"
"gvuflrs","solid","NA",2,"16"
"gvuflrs","solid","NA",2,"17"
"gvuflrs","boost","NA",1,"18"
"gvuflrs","growth","NA",2,"19"
"gvuflrs","shares","NA",1,"20"
"gvuflrs","powerful","NA",2,"21"
"gvuflrs","fucking","NA",-4,"22"
"gvuflrs","opportunity","NA",2,"23"
"gvuflrs","healthy","NA",2,"24"
"gvuflrs","safe","NA",1,"25"
